what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1386110123079
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1386110124609
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1386110167567
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1386110171538
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1386110176711
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1386110178235
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1386110183812
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1386110185223
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1386110186218
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1386110189865
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110190560
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110192792
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1386110197249
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110197632
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110200741
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110208805
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1386110211631
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110211645
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1386110213242
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1386110214429
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1386110215986
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110284974
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110285774
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110286231
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1386110286901
