what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.commons.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.commons.ui,1384720225575
started,bundle,org.eclipse.mylyn.bugzilla.core,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.core,1384720225636
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.bugzilla.ui,1384720225670
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1384720225730
started,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1384720225742
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1384720225807
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384720226148
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1384720226358
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384720229167
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720229245
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720229443
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384720234673
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720235161
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720239130
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384720241558
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720242232
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720244670
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1384720249930
started,bundle,org.eclipse.cdt.launch,5.0.2.200902130801,org.eclipse.cdt.launch,1384720249942
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720251181
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384720253464
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384720253502
started,bundle,org.eclipse.cdt.debug.core,5.0.2.200902130801,org.eclipse.cdt.debug.core,1384720253523
opened,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384720255605
started,bundle,org.eclipse.cdt.debug.mi.ui,5.0.1.200902130801,org.eclipse.cdt.debug.mi.ui,1384720255978
