what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384816671692
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384816673241
activated,editor,org.eclipse.cdt.ui,5.0.2.200902130801,org.eclipse.cdt.ui.editor.CEditor,1384816720882
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384816761644
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384816762708
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384816766113
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816766516
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816768925
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.project.buildProject,1384816775161
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816775533
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816778759
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816782924
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384816785826
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816785844
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816786234
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384816794550
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384816798281
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384816799521
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384816801088
activated,view,org.eclipse.ui.navigator.resources,3.3.101.M20080910-0800,org.eclipse.ui.navigator.ProjectExplorer,1384817331089
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384817332953
executed,command,,,com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run,1384817334860
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1384817334876
activated,view,com.altera.sbtgui.launch,9.1.0.222,com.altera.sbtgui.launch.hardware.ByteStreamConsoleView,1384817336492
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1384817337764
